"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","species","measurement_type","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level"
"PF","P",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",26,"WCPFC","catch","raised"
"SB","P",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",594,"WCPFC","catch","raised"
"PH","R",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",26475,"WCPFC","catch","raised"
"TW","R",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CN","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",9070,"WCPFC","catch","raised"
"EC","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",2605,"WCPFC","catch","raised"
"ES","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",5215,"WCPFC","catch","raised"
"FM","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",56639,"WCPFC","catch","raised"
"ID","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",90458,"WCPFC","catch","raised"
"JP","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",120061,"WCPFC","catch","raised"
"KI","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",132395,"WCPFC","catch","raised"
"KR","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",225586,"WCPFC","catch","raised"
"MH","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",50006,"WCPFC","catch","raised"
"NZ","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",10765,"WCPFC","catch","raised"
"PG","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",200244,"WCPFC","catch","raised"
"PH","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",81838,"WCPFC","catch","raised"
"SB","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",31379,"WCPFC","catch","raised"
"SV","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",5562,"WCPFC","catch","raised"
"TV","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",5066,"WCPFC","catch","raised"
"TW","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",135074,"WCPFC","catch","raised"
"US","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",163470,"WCPFC","catch","raised"
"VN","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",48823,"WCPFC","catch","raised"
"VU","S",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",3808,"WCPFC","catch","raised"
"JP","T",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",1238,"WCPFC","catch","raised"
"NZ","T",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"US","T",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",406,"WCPFC","catch","raised"
"WF","T",2016-01-01,2016-12-31,"WCPO","UNK","SKJ","NC","t",4,"WCPFC","catch","raised"
"JP","G",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",61,"WCPFC","catch","raised"
"VN","G",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",40281,"WCPFC","catch","raised"
"PH","H",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",3038,"WCPFC","catch","raised"
"US","H",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"ID","K",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",42221,"WCPFC","catch","raised"
"PH","K",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",10742,"WCPFC","catch","raised"
"AU","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",13,"WCPFC","catch","raised"
"CK","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",67,"WCPFC","catch","raised"
"FJ","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",499,"WCPFC","catch","raised"
"FM","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",17,"WCPFC","catch","raised"
"ID","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",267,"WCPFC","catch","raised"
"JP","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",68,"WCPFC","catch","raised"
"KI","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",56,"WCPFC","catch","raised"
"KR","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",184,"WCPFC","catch","raised"
"MH","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"NC","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",41,"WCPFC","catch","raised"
"NZ","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"PF","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"PG","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"PW","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"TO","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",12,"WCPFC","catch","raised"
"TV","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"TW","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",668,"WCPFC","catch","raised"
"US","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",262,"WCPFC","catch","raised"
"VU","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",251,"WCPFC","catch","raised"
"WS","L",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",62,"WCPFC","catch","raised"
"ID","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",82023,"WCPFC","catch","raised"
"JP","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",482,"WCPFC","catch","raised"
"KI","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"PF","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",107,"WCPFC","catch","raised"
"PH","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",4878,"WCPFC","catch","raised"
"TK","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",38,"WCPFC","catch","raised"
"TV","O",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"ID","P",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",59815,"WCPFC","catch","raised"
"JP","P",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",62696,"WCPFC","catch","raised"
"PF","P",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",14,"WCPFC","catch","raised"
"SB","P",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",783,"WCPFC","catch","raised"
"PH","R",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",27827,"WCPFC","catch","raised"
"TW","R",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CN","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",11066,"WCPFC","catch","raised"
"EC","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",8547,"WCPFC","catch","raised"
"ES","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",7820,"WCPFC","catch","raised"
"FM","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",66446,"WCPFC","catch","raised"
"ID","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",117832,"WCPFC","catch","raised"
"JP","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",120588,"WCPFC","catch","raised"
"KI","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",122430,"WCPFC","catch","raised"
"KR","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",184145,"WCPFC","catch","raised"
"MH","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",48353,"WCPFC","catch","raised"
"NZ","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",7445,"WCPFC","catch","raised"
"PG","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",180976,"WCPFC","catch","raised"
"PH","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",63925,"WCPFC","catch","raised"
"SB","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",27037,"WCPFC","catch","raised"
"SV","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",2920,"WCPFC","catch","raised"
"TV","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",3551,"WCPFC","catch","raised"
"TW","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",119631,"WCPFC","catch","raised"
"US","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",126053,"WCPFC","catch","raised"
"VN","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",46014,"WCPFC","catch","raised"
"VU","S",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",4370,"WCPFC","catch","raised"
"CK","T",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",4,"WCPFC","catch","raised"
"JP","T",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",1615,"WCPFC","catch","raised"
"NZ","T",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"US","T",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",392,"WCPFC","catch","raised"
"WF","T",2017-01-01,2017-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"JP","G",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",91,"WCPFC","catch","raised"
"VN","G",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",34229,"WCPFC","catch","raised"
"PH","H",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",2785,"WCPFC","catch","raised"
"US","H",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"ID","K",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",22383,"WCPFC","catch","raised"
"PH","K",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",11789,"WCPFC","catch","raised"
"AU","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"CK","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",75,"WCPFC","catch","raised"
"FJ","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",439,"WCPFC","catch","raised"
"FM","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",89,"WCPFC","catch","raised"
"ID","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",2289,"WCPFC","catch","raised"
"JP","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",37,"WCPFC","catch","raised"
"KI","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",15,"WCPFC","catch","raised"
"KR","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",195,"WCPFC","catch","raised"
"MH","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",14,"WCPFC","catch","raised"
"NC","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",15,"WCPFC","catch","raised"
"NZ","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"PF","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"PG","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"PW","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"SB","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",75,"WCPFC","catch","raised"
"TO","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",4,"WCPFC","catch","raised"
"TV","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",13,"WCPFC","catch","raised"
"TW","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",358,"WCPFC","catch","raised"
"US","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",196,"WCPFC","catch","raised"
"VU","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",107,"WCPFC","catch","raised"
"WS","L",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",44,"WCPFC","catch","raised"
"ID","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",95363,"WCPFC","catch","raised"
"JP","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",627,"WCPFC","catch","raised"
"KI","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"PF","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",47,"WCPFC","catch","raised"
"PH","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",4111,"WCPFC","catch","raised"
"TK","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",28,"WCPFC","catch","raised"
"TV","O",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"ID","P",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",103741,"WCPFC","catch","raised"
"JP","P",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",79158,"WCPFC","catch","raised"
"PF","P",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"SB","P",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",946,"WCPFC","catch","raised"
"PH","R",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",25912,"WCPFC","catch","raised"
"TW","R",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CN","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",12129,"WCPFC","catch","raised"
"EC","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",16304,"WCPFC","catch","raised"
"ES","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",7061,"WCPFC","catch","raised"
"FM","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",97477,"WCPFC","catch","raised"
"ID","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",67665,"WCPFC","catch","raised"
"JP","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",127773,"WCPFC","catch","raised"
"KI","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",153252,"WCPFC","catch","raised"
"KR","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",219158,"WCPFC","catch","raised"
"MH","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",60310,"WCPFC","catch","raised"
"NR","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",6649,"WCPFC","catch","raised"
"NZ","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",5615,"WCPFC","catch","raised"
"PG","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",211695,"WCPFC","catch","raised"
"PH","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",35968,"WCPFC","catch","raised"
"SB","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",34401,"WCPFC","catch","raised"
"SV","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",3056,"WCPFC","catch","raised"
"TV","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",8654,"WCPFC","catch","raised"
"TW","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",160135,"WCPFC","catch","raised"
"US","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",154743,"WCPFC","catch","raised"
"VN","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",57232,"WCPFC","catch","raised"
"VU","S",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",10298,"WCPFC","catch","raised"
"CK","T",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"JP","T",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",1154,"WCPFC","catch","raised"
"NZ","T",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",18,"WCPFC","catch","raised"
"US","T",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",535,"WCPFC","catch","raised"
"WF","T",2018-01-01,2018-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"JP","G",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",96,"WCPFC","catch","raised"
"VN","G",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",31977,"WCPFC","catch","raised"
"PH","H",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",2418,"WCPFC","catch","raised"
"US","H",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",10,"WCPFC","catch","raised"
"ID","K",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",7167,"WCPFC","catch","raised"
"PH","K",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",9818,"WCPFC","catch","raised"
"AU","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"CK","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",128,"WCPFC","catch","raised"
"FJ","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",334,"WCPFC","catch","raised"
"FM","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",309,"WCPFC","catch","raised"
"ID","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",2241,"WCPFC","catch","raised"
"JP","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",44,"WCPFC","catch","raised"
"KI","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",144,"WCPFC","catch","raised"
"KR","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",351,"WCPFC","catch","raised"
"MH","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",10,"WCPFC","catch","raised"
"NC","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",21,"WCPFC","catch","raised"
"NZ","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",10,"WCPFC","catch","raised"
"PF","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"PG","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"PW","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"SB","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",109,"WCPFC","catch","raised"
"TO","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"TV","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",32,"WCPFC","catch","raised"
"TW","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",589,"WCPFC","catch","raised"
"US","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",295,"WCPFC","catch","raised"
"VU","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",187,"WCPFC","catch","raised"
"WS","L",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",214,"WCPFC","catch","raised"
"ID","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",94851,"WCPFC","catch","raised"
"JP","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",356,"WCPFC","catch","raised"
"KI","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"PF","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",78,"WCPFC","catch","raised"
"PH","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",4230,"WCPFC","catch","raised"
"TK","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",44,"WCPFC","catch","raised"
"TV","O",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"ID","P",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",80908,"WCPFC","catch","raised"
"JP","P",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",76303,"WCPFC","catch","raised"
"PF","P",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"SB","P",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",943,"WCPFC","catch","raised"
"PH","R",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",17832,"WCPFC","catch","raised"
"TW","R",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CK","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",1715,"WCPFC","catch","raised"
"EC","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",18559,"WCPFC","catch","raised"
"ES","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",8371,"WCPFC","catch","raised"
"FM","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",127864,"WCPFC","catch","raised"
"ID","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",112693,"WCPFC","catch","raised"
"JP","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",129601,"WCPFC","catch","raised"
"KI","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",194482,"WCPFC","catch","raised"
"KR","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",274049,"WCPFC","catch","raised"
"MH","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",76777,"WCPFC","catch","raised"
"NR","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",29999,"WCPFC","catch","raised"
"NZ","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",9299,"WCPFC","catch","raised"
"PG","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",194396,"WCPFC","catch","raised"
"PH","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",58023,"WCPFC","catch","raised"
"SB","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",40355,"WCPFC","catch","raised"
"SV","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",2191,"WCPFC","catch","raised"
"TV","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",6075,"WCPFC","catch","raised"
"TW","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",196111,"WCPFC","catch","raised"
"US","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",137368,"WCPFC","catch","raised"
"VN","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",55380,"WCPFC","catch","raised"
"VU","S",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",30060,"WCPFC","catch","raised"
"CK","T",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",26,"WCPFC","catch","raised"
"JP","T",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",1387,"WCPFC","catch","raised"
"NZ","T",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"US","T",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",483,"WCPFC","catch","raised"
"WF","T",2019-01-01,2019-12-31,"WCPO","UNK","SKJ","NC","t",8,"WCPFC","catch","raised"
"JP","G",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",70,"WCPFC","catch","raised"
"VN","G",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",21307,"WCPFC","catch","raised"
"PH","H",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",988,"WCPFC","catch","raised"
"US","H",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"ID","K",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",9133,"WCPFC","catch","raised"
"PH","K",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",8765,"WCPFC","catch","raised"
"AU","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"CK","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",75,"WCPFC","catch","raised"
"FJ","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",434,"WCPFC","catch","raised"
"FM","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",27,"WCPFC","catch","raised"
"ID","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",88,"WCPFC","catch","raised"
"JP","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",41,"WCPFC","catch","raised"
"KI","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",48.18,"WCPFC","catch","raised"
"KR","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",210,"WCPFC","catch","raised"
"MH","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"NC","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",8,"WCPFC","catch","raised"
"NZ","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"PF","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",4,"WCPFC","catch","raised"
"SB","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",49,"WCPFC","catch","raised"
"TO","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"TV","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"TW","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",511,"WCPFC","catch","raised"
"US","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",203,"WCPFC","catch","raised"
