"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
2024,"L","TW","OS","BUM","BLUE MARLIN",3549
2024,"L","JP","JP","BET","BIGEYE TUNA",3260
2024,"L","JP","JP","BLM","BLACK MARLIN",10
2024,"L","JP","JP","SKJ","SKIPJACK TUNA",160
2024,"L","JP","JP","YFT","YELLOWFIN TUNA",4069
2024,"L","JP","JP","BUM","BLUE MARLIN",705
2024,"L","JP","CS","BUM","BLUE MARLIN",823
2024,"L","JP","CS","BET","BIGEYE TUNA",5489
2024,"L","JP","CS","YFT","YELLOWFIN TUNA",7198
2024,"L","JP","CS","SKJ","SKIPJACK TUNA",11
2024,"L","JP","CS","ALB","ALBACORE",11872
2024,"L","JP","CS","BLM","BLACK MARLIN",23
2024,"T","JP",NA,"YFT","YELLOWFIN TUNA",1960
2024,"T","JP",NA,"SKJ","SKIPJACK TUNA",1964
2024,"T","JP",NA,"BET","BIGEYE TUNA",181
2024,"T","JP",NA,"BUM","BLUE MARLIN",155
2024,"T","US","GU","SKJ","SKIPJACK TUNA",185
2024,"T","US","GU","BLM","BLACK MARLIN",1
2024,"T","US","GU","YFT","YELLOWFIN TUNA",22
2024,"T","US","GU","BUM","BLUE MARLIN",18
2024,"T","US","AS","YFT","YELLOWFIN TUNA",1
2024,"T","US","AS","SKJ","SKIPJACK TUNA",1
2024,"T","US","MP","YFT","YELLOWFIN TUNA",9
2024,"T","US","MP","SKJ","SKIPJACK TUNA",35
2024,"T","US","HW","BET","BIGEYE TUNA",6
2024,"T","US","HW","BUM","BLUE MARLIN",114
2024,"T","US","HW","SKJ","SKIPJACK TUNA",96
2024,"T","US","HW","BLM","BLACK MARLIN",2
2024,"T","US","HW","ALB","ALBACORE",2
2024,"T","US","HW","YFT","YELLOWFIN TUNA",157
2024,"L","US","HW","BLM","BLACK MARLIN",1
2024,"L","US","HW","BET","BIGEYE TUNA",5317
2024,"L","US","HW","SKJ","SKIPJACK TUNA",128
2024,"L","US","HW","YFT","YELLOWFIN TUNA",3704
2024,"L","US","HW","ALB","ALBACORE",194
2024,"L","US","HW","BUM","BLUE MARLIN",655
2024,"L","US","AS","BET","BIGEYE TUNA",397
2024,"L","US","AS","ALB","ALBACORE",1049
2024,"L","US","AS","YFT","YELLOWFIN TUNA",431
2024,"L","US","AS","SKJ","SKIPJACK TUNA",174
2024,"L","US","AS","BUM","BLUE MARLIN",91
2024,"S","US",NA,"BET","BIGEYE TUNA",6782
2024,"S","US",NA,"BUM","BLUE MARLIN",1
2024,"S","US",NA,"YFT","YELLOWFIN TUNA",1488
2024,"S","US",NA,"BLM","BLACK MARLIN",4
2024,"S","US",NA,"SKJ","SKIPJACK TUNA",55026
2024,"H","US","HW","BET","BIGEYE TUNA",76
2024,"H","US","HW","SKJ","SKIPJACK TUNA",4
2024,"H","US","HW","YFT","YELLOWFIN TUNA",186
2024,"H","US","HW","BUM","BLUE MARLIN",4
2024,"H","US","HW","ALB","ALBACORE",29
2024,"S","KR",NA,"BLM","BLACK MARLIN",3
2024,"S","KR",NA,"BET","BIGEYE TUNA",1780
2024,"S","KR",NA,"SKJ","SKIPJACK TUNA",240095
2024,"S","KR",NA,"YFT","YELLOWFIN TUNA",35023
2024,"S","KR",NA,"BUM","BLUE MARLIN",3
2024,"L","CN",NA,"BUM","BLUE MARLIN",1345
2024,"L","CN",NA,"BLM","BLACK MARLIN",193
2024,"L","CN",NA,"BET","BIGEYE TUNA",3588
2024,"L","CN",NA,"ALB","ALBACORE",24873
2024,"L","CN",NA,"YFT","YELLOWFIN TUNA",16831
2024,"L","AU","AU","ALB","ALBACORE",546
2024,"L","AU","AU","SKJ","SKIPJACK TUNA",16
2024,"L","AU","AU","YFT","YELLOWFIN TUNA",2841
2024,"L","AU","AU","BET","BIGEYE TUNA",276
2024,"O","PF","","SKJ","SKIPJACK TUNA",76
2024,"O","PF","","ALB","ALBACORE",137
2024,"O","PF","","YFT","YELLOWFIN TUNA",198
2024,"O","PF","","BET","BIGEYE TUNA",7
2024,"S","ES",NA,"SKJ","SKIPJACK TUNA",15500
2024,"S","ES",NA,"YFT","YELLOWFIN TUNA",1351
2024,"S","ES",NA,"BET","BIGEYE TUNA",4164
2024,"L","KR",NA,"YFT","YELLOWFIN TUNA",14391
2024,"L","KR",NA,"BET","BIGEYE TUNA",10673
2024,"L","KR",NA,"SKJ","SKIPJACK TUNA",374
2024,"L","KR",NA,"BUM","BLUE MARLIN",1398
2024,"P","JP","CS","BET","BIGEYE TUNA",328
2024,"P","JP","CS","YFT","YELLOWFIN TUNA",1713
2024,"P","JP","CS","BUM","BLUE MARLIN",1
2024,"P","JP","CS","ALB","ALBACORE",181
2024,"P","JP","CS","SKJ","SKIPJACK TUNA",15893
2024,"L","FM",NA,"BUM","BLUE MARLIN",489.055
2024,"L","FM",NA,"BLM","BLACK MARLIN",23.36
2024,"L","FM",NA,"ALB","ALBACORE",1962.26
2024,"L","FM",NA,"BET","BIGEYE TUNA",2175.77
2024,"L","FM",NA,"YFT","YELLOWFIN TUNA",2965.443
2024,"L","FM",NA,"SKJ","SKIPJACK TUNA",246.275
2024,"S","JP","DW","YFT","YELLOWFIN TUNA",18825
2024,"S","JP","DW","BET","BIGEYE TUNA",1439
2024,"S","JP","DW","SKJ","SKIPJACK TUNA",135780
2007,"L","TW","DW","ALB","ALBACORE",4830
2007,"L","TW","DW","BET","BIGEYE TUNA",7359
2007,"L","TW","DW","YFT","YELLOWFIN TUNA",2202
2007,"L","TW","DW","SKJ","SKIPJACK TUNA",52
1997,"O","PF","","YFT","YELLOWFIN TUNA",99
1997,"O","PF","","SKJ","SKIPJACK TUNA",176
1997,"O","PF","","ALB","ALBACORE",69
1955,"L","JP","JP","BET","BIGEYE TUNA",23752
1955,"L","JP","JP","YFT","YELLOWFIN TUNA",19721
1955,"L","JP","JP","ALB","ALBACORE",21179
1991,"O","PF","","YFT","YELLOWFIN TUNA",121
1991,"O","PF","","ALB","ALBACORE",60
1991,"O","PF","","SKJ","SKIPJACK TUNA",53
1977,"L","TW","OS","BET","BIGEYE TUNA",1169
1977,"L","TW","OS","YFT","YELLOWFIN TUNA",16471
1977,"L","TW","OS","SKJ","SKIPJACK TUNA",113
1977,"L","TW","OS","ALB","ALBACORE",301
2002,"L","VU",NA,"YFT","YELLOWFIN TUNA",778
2002,"L","VU",NA,"ALB","ALBACORE",6756
2002,"L","VU",NA,"BET","BIGEYE TUNA",396
1993,"L","CN",NA,"ALB","ALBACORE",1
1993,"L","CN",NA,"BET","BIGEYE TUNA",3664
1993,"L","CN",NA,"YFT","YELLOWFIN TUNA",2754
1971,"L","TW","OS","ALB","ALBACORE",1739
1971,"L","TW","OS","YFT","YELLOWFIN TUNA",5080
1971,"L","TW","OS","BET","BIGEYE TUNA",1335
1971,"L","TW","OS","SKJ","SKIPJACK TUNA",1
1995,"P","PF",NA,"SKJ","SKIPJACK TUNA",1250
1995,"P","PF",NA,"ALB","ALBACORE",3
1995,"P","PF",NA,"YFT","YELLOWFIN TUNA",306
2011,"L","TW","DW","ALB","ALBACORE",5669
2011,"L","TW","DW","SKJ","SKIPJACK TUNA",137
2011,"L","TW","DW","YFT","YELLOWFIN TUNA",2877
2011,"L","TW","DW","BET","BIGEYE TUNA",5519
1993,"L","PF",NA,"YFT","YELLOWFIN TUNA",366
1993,"L","PF",NA,"ALB","ALBACORE",714
1993,"L","PF",NA,"BET","BIGEYE TUNA",163
1993,"L","PF",NA,"SKJ","SKIPJACK TUNA",25
2001,"L","CN",NA,"BET","BIGEYE TUNA",2227
2001,"L","CN",NA,"ALB","ALBACORE",2711
2001,"L","CN",NA,"YFT","YELLOWFIN TUNA",1919
1993,"L","KR",NA,"SKJ","SKIPJACK TUNA",3
1993,"L","KR",NA,"YFT","YELLOWFIN TUNA",7759
1993,"L","KR",NA,"ALB","ALBACORE",594
1993,"L","KR",NA,"BET","BIGEYE TUNA",11195
1987,"P","PF",NA,"YFT","YELLOWFIN TUNA",149
1987,"P","PF",NA,"SKJ","SKIPJACK TUNA",729
1984,"S","EP",NA,"YFT","YELLOWFIN TUNA",3475
1984,"S","EP",NA,"SKJ","SKIPJACK TUNA",6141
1984,"S","EP",NA,"BET","BIGEYE TUNA",572
1963,"L","TW","OS","YFT","YELLOWFIN TUNA",2661
1963,"L","TW","OS","SKJ","SKIPJACK TUNA",1
1963,"L","TW","OS","ALB","ALBACORE",168
1963,"L","TW","OS","BET","BIGEYE TUNA",1813
2012,"L","CN",NA,"BET","BIGEYE TUNA",7991
2012,"L","CN",NA,"ALB","ALBACORE",23370
2012,"L","CN",NA,"YFT","YELLOWFIN TUNA",5013
1997,"P","PF",NA,"ALB","ALBACORE",9
1997,"P","PF",NA,"YFT","YELLOWFIN TUNA",142
1997,"P","PF",NA,"SKJ","SKIPJACK TUNA",698
1979,"L","TW","DW","YFT","YELLOWFIN TUNA",3193
1979,"L","TW","DW","SKJ","SKIPJACK TUNA",124
1979,"L","TW","DW","BET","BIGEYE TUNA",1210
1979,"L","TW","DW","ALB","ALBACORE",10575
1991,"L","JP","JP","SKJ","SKIPJACK TUNA",36
1991,"L","JP","JP","BET","BIGEYE TUNA",25716
1991,"L","JP","JP","ALB","ALBACORE",10985
1991,"L","JP","JP","YFT","YELLOWFIN TUNA",19258
1987,"L","TW","OS","BET","BIGEYE TUNA",1027
1987,"L","TW","OS","YFT","YELLOWFIN TUNA",14178
1987,"L","TW","OS","SKJ","SKIPJACK TUNA",207
1987,"L","TW","OS","ALB","ALBACORE",58
1967,"L","JP","JP","ALB","ALBACORE",33386
1967,"L","JP","JP","YFT","YELLOWFIN TUNA",24954
1967,"L","JP","JP","BET","BIGEYE TUNA",26316
2008,"L","KR",NA,"BET","BIGEYE TUNA",15171
2008,"L","KR",NA,"SKJ","SKIPJACK TUNA",1
2008,"L","KR",NA,"YFT","YELLOWFIN TUNA",7781
2008,"L","KR",NA,"ALB","ALBACORE",1965
1994,"L","PF",NA,"ALB","ALBACORE",913
1994,"L","PF",NA,"BET","BIGEYE TUNA",165
1994,"L","PF",NA,"YFT","YELLOWFIN TUNA",275
1994,"L","PF",NA,"SKJ","SKIPJACK TUNA",43
1991,"P","PF",NA,"YFT","YELLOWFIN TUNA",251
1991,"P","PF",NA,"SKJ","SKIPJACK TUNA",1254
1991,"P","PF",NA,"ALB","ALBACORE",5
2017,"L","TW","DW","BET","BIGEYE TUNA",2277
2017,"L","TW","DW","ALB","ALBACORE",7520
2017,"L","TW","DW","BLM","BLACK MARLIN",7
2017,"L","TW","DW","SKJ","SKIPJACK TUNA",301
2017,"L","TW","DW","YFT","YELLOWFIN TUNA",3446
2017,"L","TW","DW","BUM","BLUE MARLIN",691
2009,"P","PF",NA,"YFT","YELLOWFIN TUNA",18
2009,"P","PF",NA,"SKJ","SKIPJACK TUNA",45
2023,"L","PF",NA,"BLM","BLACK MARLIN",3
2023,"L","PF",NA,"SKJ","SKIPJACK TUNA",7
2023,"L","PF",NA,"ALB","ALBACORE",1660
2023,"L","PF",NA,"BUM","BLUE MARLIN",59
2023,"L","PF",NA,"BET","BIGEYE TUNA",261
2023,"L","PF",NA,"YFT","YELLOWFIN TUNA",416
1994,"L","TW","DW","SKJ","SKIPJACK TUNA",34
1994,"L","TW","DW","YFT","YELLOWFIN TUNA",1781
1994,"L","TW","DW","ALB","ALBACORE",15429
1994,"L","TW","DW","BET","BIGEYE TUNA",591
2007,"S","ES",NA,"BET","BIGEYE TUNA",2953
2007,"S","ES",NA,"YFT","YELLOWFIN TUNA",3941
2007,"S","ES",NA,"SKJ","SKIPJACK TUNA",12202
1985,"L","KR",NA,"BET","BIGEYE TUNA",10022
1985,"L","KR",NA,"SKJ","SKIPJACK TUNA",36
1985,"L","KR",NA,"YFT","YELLOWFIN TUNA",10047
1985,"L","KR",NA,"ALB","ALBACORE",12935
1978,"L","KR",NA,"BET","BIGEYE TUNA",7878
1978,"L","KR",NA,"YFT","YELLOWFIN TUNA",13812
1978,"L","KR",NA,"ALB","ALBACORE",11302
1978,"L","KR",NA,"SKJ","SKIPJACK TUNA",110
1983,"L","TW","DW","YFT","YELLOWFIN TUNA",802
1983,"L","TW","DW","BET","BIGEYE TUNA",524
1983,"L","TW","DW","ALB","ALBACORE",10076
1983,"L","TW","DW","SKJ","SKIPJACK TUNA",13
1992,"L","TW","OS","ALB","ALBACORE",302
1992,"L","TW","OS","SKJ","SKIPJACK TUNA",68
1992,"L","TW","OS","YFT","YELLOWFIN TUNA",13334
1992,"L","TW","OS","BET","BIGEYE TUNA",4415
2005,"L","TW","DW","SKJ","SKIPJACK TUNA",423
2005,"L","TW","DW","YFT","YELLOWFIN TUNA",4841
2005,"L","TW","DW","ALB","ALBACORE",10163
2005,"L","TW","DW","BET","BIGEYE TUNA",7354
2007,"L","ES",NA,"YFT","YELLOWFIN TUNA",127
2007,"L","ES",NA,"BET","BIGEYE TUNA",62
2007,"L","ES",NA,"SKJ","SKIPJACK TUNA",602
2015,"P","PF",NA,"YFT","YELLOWFIN TUNA",12
2015,"P","PF",NA,"SKJ","SKIPJACK TUNA",26
1998,"L","JP","JP","BET","BIGEYE TUNA",24050
1998,"L","JP","JP","ALB","ALBACORE",15584
1998,"L","JP","JP","YFT","YELLOWFIN TUNA",14784
1998,"L","JP","JP","SKJ","SKIPJACK TUNA",63
2012,"L","VU",NA,"YFT","YELLOWFIN TUNA",2191
2012,"L","VU",NA,"ALB","ALBACORE",7479
2012,"L","VU",NA,"BET","BIGEYE TUNA",1944
2012,"L","VU",NA,"SKJ","SKIPJACK TUNA",265
2007,"L","PF",NA,"YFT","YELLOWFIN TUNA",148
2007,"L","PF",NA,"ALB","ALBACORE",1113
2007,"L","PF",NA,"BET","BIGEYE TUNA",135
2007,"L","PF",NA,"SKJ","SKIPJACK TUNA",8
2000,"L","VU",NA,"ALB","ALBACORE",501
2000,"L","VU",NA,"YFT","YELLOWFIN TUNA",57
2000,"L","VU",NA,"BET","BIGEYE TUNA",12
1974,"L","JP","JP","ALB","ALBACORE",11472
1974,"L","JP","JP","SKJ","SKIPJACK TUNA",142
1974,"L","JP","JP","BET","BIGEYE TUNA",33792
1974,"L","JP","JP","YFT","YELLOWFIN TUNA",35504
1973,"L","JP","JP","ALB","ALBACORE",13161
1973,"L","JP","JP","BET","BIGEYE TUNA",30312
1973,"L","JP","JP","YFT","YELLOWFIN TUNA",33632
1973,"L","JP","JP","SKJ","SKIPJACK TUNA",93
2010,"L","JP","JP","ALB","ALBACORE",6584
2010,"L","JP","JP","SKJ","SKIPJACK TUNA",75
2010,"L","JP","JP","BET","BIGEYE TUNA",6829
2010,"L","JP","JP","YFT","YELLOWFIN TUNA",11412
1979,"L","KR",NA,"YFT","YELLOWFIN TUNA",18421
1979,"L","KR",NA,"BET","BIGEYE TUNA",12448
1979,"L","KR",NA,"ALB","ALBACORE",11046
2016,"P","PF",NA,"YFT","YELLOWFIN TUNA",12
2016,"P","PF",NA,"SKJ","SKIPJACK TUNA",26
2019,"L","KR",NA,"BET","BIGEYE TUNA",12843
2019,"L","KR",NA,"ALB","ALBACORE",1612
2019,"L","KR",NA,"SKJ","SKIPJACK TUNA",351
2019,"L","KR",NA,"YFT","YELLOWFIN TUNA",13146
2012,"P","PF",NA,"SKJ","SKIPJACK TUNA",127
2012,"P","PF",NA,"YFT","YELLOWFIN TUNA",18
2019,"O","PF","","YFT","YELLOWFIN TUNA",255
2019,"O","PF","","BET","BIGEYE TUNA",3
2019,"O","PF","","SKJ","SKIPJACK TUNA",78
2019,"O","PF","","ALB","ALBACORE",82
2024,"L","PF",NA,"YFT","YELLOWFIN TUNA",416
2024,"L","PF",NA,"ALB","ALBACORE",1660
2024,"L","PF",NA,"BLM","BLACK MARLIN",3
2024,"L","PF",NA,"BET","BIGEYE TUNA",261
2024,"L","PF",NA,"SKJ","SKIPJACK TUNA",7
2024,"L","PF",NA,"BUM","BLUE MARLIN",59
2001,"L","PF",NA,"BET","BIGEYE TUNA",61
2001,"L","PF",NA,"YFT","YELLOWFIN TUNA",121
2001,"L","PF",NA,"ALB","ALBACORE",719
2001,"L","PF",NA,"SKJ","SKIPJACK TUNA",77
2019,"L","ES",NA,"YFT","YELLOWFIN TUNA",20
2019,"L","ES",NA,"ALB","ALBACORE",2
2019,"L","ES",NA,"BET","BIGEYE TUNA",30
2018,"P","PF",NA,"SKJ","SKIPJACK TUNA",6
2018,"P","PF",NA,"YFT","YELLOWFIN TUNA",20
2014,"O","PF","","YFT","YELLOWFIN TUNA",182
2014,"O","PF","","SKJ","SKIPJACK TUNA",54
2012,"L","TW","OS","ALB","ALBACORE",7704
2012,"L","TW","OS","SKJ","SKIPJACK TUNA",214
2012,"L","TW","OS","BET","BIGEYE TUNA",5128
2012,"L","TW","OS","YFT","YELLOWFIN TUNA",14899
2005,"L","CN",NA,"ALB","ALBACORE",3887
2005,"L","CN",NA,"YFT","YELLOWFIN TUNA",2118
2005,"L","CN",NA,"BET","BIGEYE TUNA",6612
2005,"L","CN",NA,"SKJ","SKIPJACK TUNA",5
1993,"L","JP","JP","ALB","ALBACORE",17376
1993,"L","JP","JP","YFT","YELLOWFIN TUNA",24064
1993,"L","JP","JP","SKJ","SKIPJACK TUNA",189
1993,"L","JP","JP","BET","BIGEYE TUNA",25840
1996,"L","CN",NA,"BET","BIGEYE TUNA",3261
1996,"L","CN",NA,"ALB","ALBACORE",8
1996,"L","CN",NA,"YFT","YELLOWFIN TUNA",2757
1997,"L","CN",NA,"YFT","YELLOWFIN TUNA",1419
1997,"L","CN",NA,"BET","BIGEYE TUNA",2243
1997,"L","CN",NA,"ALB","ALBACORE",2
1992,"L","PF",NA,"SKJ","SKIPJACK TUNA",7
1992,"L","PF",NA,"YFT","YELLOWFIN TUNA",150
1992,"L","PF",NA,"ALB","ALBACORE",195
1992,"L","PF",NA,"BET","BIGEYE TUNA",57
1986,"L","TW","DW","BET","BIGEYE TUNA",391
1986,"L","TW","DW","YFT","YELLOWFIN TUNA",1093
1986,"L","TW","DW","SKJ","SKIPJACK TUNA",9
1986,"L","TW","DW","ALB","ALBACORE",9723
2004,"L","ES",NA,"YFT","YELLOWFIN TUNA",23
2004,"L","ES",NA,"ALB","ALBACORE",5
2004,"L","ES",NA,"BET","BIGEYE TUNA",42
2023,"P","PF",NA,"ALB","ALBACORE",1
2023,"P","PF",NA,"SKJ","SKIPJACK TUNA",7
2023,"P","PF",NA,"YFT","YELLOWFIN TUNA",14
1987,"L","JP","JP","SKJ","SKIPJACK TUNA",15
1987,"L","JP","JP","YFT","YELLOWFIN TUNA",28045
1987,"L","JP","JP","BET","BIGEYE TUNA",38429
1987,"L","JP","JP","ALB","ALBACORE",10516
2011,"L","TW","OS","BET","BIGEYE TUNA",4542
2011,"L","TW","OS","ALB","ALBACORE",7512
2011,"L","TW","OS","YFT","YELLOWFIN TUNA",17869
2011,"L","TW","OS","SKJ","SKIPJACK TUNA",235
1988,"L","KR",NA,"BET","BIGEYE TUNA",10667
1988,"L","KR",NA,"ALB","ALBACORE",3923
1988,"L","KR",NA,"SKJ","SKIPJACK TUNA",26
1988,"L","KR",NA,"YFT","YELLOWFIN TUNA",12447
2021,"L","KR",NA,"ALB","ALBACORE",482
2021,"L","KR",NA,"YFT","YELLOWFIN TUNA",10248
2021,"L","KR",NA,"BET","BIGEYE TUNA",13596
2021,"L","KR",NA,"SKJ","SKIPJACK TUNA",239
2006,"P","PF",NA,"ALB","ALBACORE",1
2006,"P","PF",NA,"YFT","YELLOWFIN TUNA",17
2006,"P","PF",NA,"SKJ","SKIPJACK TUNA",74
2004,"S","EP",NA,"YFT","YELLOWFIN TUNA",101
2004,"S","EP",NA,"SKJ","SKIPJACK TUNA",1253
2004,"S","EP",NA,"BET","BIGEYE TUNA",466
2009,"L","TW","DW","SKJ","SKIPJACK TUNA",450
2009,"L","TW","DW","ALB","ALBACORE",4973
2009,"L","TW","DW","BET","BIGEYE TUNA",8280
2009,"L","TW","DW","YFT","YELLOWFIN TUNA",2851
2003,"L","TW","OS","SKJ","SKIPJACK TUNA",2
2003,"L","TW","OS","ALB","ALBACORE",2067
2003,"L","TW","OS","BET","BIGEYE TUNA",6429
2003,"L","TW","OS","YFT","YELLOWFIN TUNA",15561
2005,"L","TW","OS","BET","BIGEYE TUNA",4454
2005,"L","TW","OS","YFT","YELLOWFIN TUNA",12384
2005,"L","TW","OS","SKJ","SKIPJACK TUNA",8
2005,"L","TW","OS","ALB","ALBACORE",4485
1998,"L","CN",NA,"BET","BIGEYE TUNA",1836
1998,"L","CN",NA,"ALB","ALBACORE",1
1998,"L","CN",NA,"YFT","YELLOWFIN TUNA",1435
1981,"L","KR",NA,"ALB","ALBACORE",13153
1981,"L","KR",NA,"YFT","YELLOWFIN TUNA",10245
1981,"L","KR",NA,"SKJ","SKIPJACK TUNA",37
1981,"L","KR",NA,"BET","BIGEYE TUNA",7838
2020,"L","JP","JP","ALB","ALBACORE",4240
2020,"L","JP","JP","BET","BIGEYE TUNA",3555
2020,"L","JP","JP","SKJ","SKIPJACK TUNA",38
2020,"L","JP","JP","YFT","YELLOWFIN TUNA",3134
2008,"L","TW","DW","YFT","YELLOWFIN TUNA",1642
2008,"L","TW","DW","SKJ","SKIPJACK TUNA",169
2008,"L","TW","DW","ALB","ALBACORE",2762
2008,"L","TW","DW","BET","BIGEYE TUNA",8147
2023,"L","KR",NA,"ALB","ALBACORE",226
2023,"L","KR",NA,"YFT","YELLOWFIN TUNA",7901
2023,"L","KR",NA,"BUM","BLUE MARLIN",69
2023,"L","KR",NA,"BET","BIGEYE TUNA",14768
2002,"L","CN",NA,"YFT","YELLOWFIN TUNA",1844
2002,"L","CN",NA,"ALB","ALBACORE",2920
2002,"L","CN",NA,"BET","BIGEYE TUNA",2312
2011,"T","CA",NA,"ALB","ALBACORE",1
1997,"S","EP",NA,"YFT","YELLOWFIN TUNA",248
1997,"S","EP",NA,"SKJ","SKIPJACK TUNA",1020
1997,"S","EP",NA,"BET","BIGEYE TUNA",508
2014,"L","PF",NA,"ALB","ALBACORE",1058
2014,"L","PF",NA,"BET","BIGEYE TUNA",210
2014,"L","PF",NA,"YFT","YELLOWFIN TUNA",221
2014,"L","PF",NA,"SKJ","SKIPJACK TUNA",9
2019,"S","ES",NA,"YFT","YELLOWFIN TUNA",1035
2019,"S","ES",NA,"BET","BIGEYE TUNA",646
2019,"S","ES",NA,"SKJ","SKIPJACK TUNA",8371
2005,"P","PF",NA,"YFT","YELLOWFIN TUNA",104
2005,"P","PF",NA,"ALB","ALBACORE",5
2005,"P","PF",NA,"SKJ","SKIPJACK TUNA",391
1998,"L","VU",NA,"YFT","YELLOWFIN TUNA",25
1998,"L","VU",NA,"BET","BIGEYE TUNA",53
1998,"L","VU",NA,"ALB","ALBACORE",10
2003,"L","CN",NA,"BET","BIGEYE TUNA",4402
2003,"L","CN",NA,"YFT","YELLOWFIN TUNA",2249
2003,"L","CN",NA,"SKJ","SKIPJACK TUNA",2
2003,"L","CN",NA,"ALB","ALBACORE",5128
2018,"L","ES",NA,"ALB","ALBACORE",1
2018,"L","ES",NA,"BET","BIGEYE TUNA",46
2018,"L","ES",NA,"YFT","YELLOWFIN TUNA",10
1971,"L","TW","DW","BET","BIGEYE TUNA",2534
1971,"L","TW","DW","YFT","YELLOWFIN TUNA",12077
1971,"L","TW","DW","ALB","ALBACORE",13163
1971,"L","TW","DW","SKJ","SKIPJACK TUNA",149
1984,"L","KR",NA,"ALB","ALBACORE",5212
1984,"L","KR",NA,"BET","BIGEYE TUNA",7086
1984,"L","KR",NA,"SKJ","SKIPJACK TUNA",29
1984,"L","KR",NA,"YFT","YELLOWFIN TUNA",6792
2016,"L","ES",NA,"BET","BIGEYE TUNA",46
2016,"L","ES",NA,"ALB","ALBACORE",1
2016,"L","ES",NA,"YFT","YELLOWFIN TUNA",10
1993,"L","TW","OS","ALB","ALBACORE",247
1993,"L","TW","OS","BET","BIGEYE TUNA",4668
1993,"L","TW","OS","SKJ","SKIPJACK TUNA",41
1993,"L","TW","OS","YFT","YELLOWFIN TUNA",10784
1991,"L","TW","DW","ALB","ALBACORE",13279
1991,"L","TW","DW","BET","BIGEYE TUNA",1387
1991,"L","TW","DW","YFT","YELLOWFIN TUNA",1655
1991,"L","TW","DW","SKJ","SKIPJACK TUNA",7
1988,"L","CN",NA,"YFT","YELLOWFIN TUNA",20
1988,"L","CN",NA,"BET","BIGEYE TUNA",24
2022,"L","KR",NA,"YFT","YELLOWFIN TUNA",10248
2022,"L","KR",NA,"SKJ","SKIPJACK TUNA",239
2022,"L","KR",NA,"BET","BIGEYE TUNA",13596
2022,"L","KR",NA,"ALB","ALBACORE",482
1990,"L","TW","OS","BET","BIGEYE TUNA",3470
1990,"L","TW","OS","SKJ","SKIPJACK TUNA",202
1990,"L","TW","OS","ALB","ALBACORE",347
1990,"L","TW","OS","YFT","YELLOWFIN TUNA",14166
1995,"L","VU",NA,"BET","BIGEYE TUNA",20
1995,"L","VU",NA,"ALB","ALBACORE",109
1995,"L","VU",NA,"YFT","YELLOWFIN TUNA",47
1998,"P","PF",NA,"SKJ","SKIPJACK TUNA",784
1998,"P","PF",NA,"ALB","ALBACORE",8
1998,"P","PF",NA,"YFT","YELLOWFIN TUNA",118
1996,"L","TW","DW","SKJ","SKIPJACK TUNA",113
1996,"L","TW","DW","ALB","ALBACORE",15038
1996,"L","TW","DW","BET","BIGEYE TUNA",280
1996,"L","TW","DW","YFT","YELLOWFIN TUNA",1032
2020,"P","PF",NA,"YFT","YELLOWFIN TUNA",14
2020,"P","PF",NA,"ALB","ALBACORE",3
2020,"P","PF",NA,"SKJ","SKIPJACK TUNA",7
2000,"O","PF","","ALB","ALBACORE",89
2000,"O","PF","","YFT","YELLOWFIN TUNA",350
2000,"O","PF","","SKJ","SKIPJACK TUNA",377
2021,"L","VU",NA,"YFT","YELLOWFIN TUNA",382
2021,"L","VU",NA,"SKJ","SKIPJACK TUNA",43
2021,"L","VU",NA,"ALB","ALBACORE",3360
2021,"L","VU",NA,"BET","BIGEYE TUNA",1368
1966,"L","JP","JP","YFT","YELLOWFIN TUNA",51923
1966,"L","JP","JP","ALB","ALBACORE",35701
1966,"L","JP","JP","BET","BIGEYE TUNA",27229
1961,"L","KR",NA,"YFT","YELLOWFIN TUNA",46
1961,"L","KR",NA,"BET","BIGEYE TUNA",9
1961,"L","KR",NA,"ALB","ALBACORE",330
1967,"L","KR",NA,"BET","BIGEYE TUNA",2699
1967,"L","KR",NA,"YFT","YELLOWFIN TUNA",2071
1967,"L","KR",NA,"ALB","ALBACORE",9699
1993,"L","TW","DW","SKJ","SKIPJACK TUNA",110
1993,"L","TW","DW","BET","BIGEYE TUNA",600
1993,"L","TW","DW","YFT","YELLOWFIN TUNA",1482
1993,"L","TW","DW","ALB","ALBACORE",12365
2005,"O","PF","","SKJ","SKIPJACK TUNA",369
2005,"O","PF","","ALB","ALBACORE",78
2005,"O","PF","","YFT","YELLOWFIN TUNA",245
1988,"P","PF",NA,"SKJ","SKIPJACK TUNA",441
1988,"P","PF",NA,"YFT","YELLOWFIN TUNA",274
2013,"O","PF","","YFT","YELLOWFIN TUNA",123
2013,"O","PF","","SKJ","SKIPJACK TUNA",158
2010,"L","TW","DW","ALB","ALBACORE",6460
2010,"L","TW","DW","BET","BIGEYE TUNA",6141
2010,"L","TW","DW","YFT","YELLOWFIN TUNA",3027
2010,"L","TW","DW","SKJ","SKIPJACK TUNA",89
1973,"L","TW","DW","ALB","ALBACORE",23638
1973,"L","TW","DW","SKJ","SKIPJACK TUNA",230
1973,"L","TW","DW","YFT","YELLOWFIN TUNA",7647
1973,"L","TW","DW","BET","BIGEYE TUNA",4379
